date,adjClose
2020-08-24,32.25
2020-08-25,33.029998779296875
2020-08-26,33.790000915527344
2020-08-27,33.7400016784668
2020-08-28,32.060001373291016
2020-08-31,32.59000015258789
2020-09-01,31.739999771118164
2020-09-02,35.4900016784668
2020-09-03,41.279998779296875
2020-09-04,44.02000045776367
2020-09-08,55.900001525878906
2020-09-09,49.41999816894531
2020-09-10,52.15999984741211
2020-09-11,50.130001068115234
2020-09-14,49.40999984741211
2020-09-15,45.189998626708984
2020-09-16,41.130001068115234
2020-09-17,38.72999954223633
2020-09-18,39.06999969482422
2020-09-21,42.88999938964844
2020-09-22,41.279998779296875
2020-09-23,44.63999938964844
2020-09-24,42.880001068115234
2020-09-25,41.40999984741211
2020-09-28,40.63999938964844
2020-09-29,46.130001068115234
2020-09-30,44.0
2020-10-01,49.349998474121094
2020-10-02,55.5099983215332
2020-10-05,49.439998626708984
2020-10-06,46.599998474121094
2020-10-07,45.5
2020-10-08,41.150001525878906
2020-10-09,42.380001068115234
2020-10-12,44.040000915527344
2020-10-13,46.06999969482422
2020-10-14,43.529998779296875
2020-10-15,43.83000183105469
2020-10-16,44.060001373291016
2020-10-19,43.349998474121094
2020-10-20,43.849998474121094
2020-10-21,47.58000183105469
2020-10-22,46.61000061035156
2020-10-23,46.31999969482422
2020-10-26,53.04999923706055
2020-10-27,50.220001220703125
2020-10-28,59.61000061035156
2020-10-29,63.380001068115234
2020-10-30,68.83999633789062
2020-11-02,66.7300033569336
2020-11-03,63.630001068115234
2020-11-04,54.529998779296875
2020-11-05,53.689998626708984
2020-11-06,55.75
2020-11-09,52.20000076293945
2020-11-10,49.63999938964844
2020-11-11,49.2400016784668
2020-11-12,50.900001525878906
2020-11-13,48.2400016784668
2020-11-16,46.88999938964844
2020-11-17,45.08000183105469
2020-11-18,46.060001373291016
2020-11-19,46.34000015258789
2020-11-20,43.939998626708984
2020-11-23,42.790000915527344
2020-11-24,42.84000015258789
2020-11-25,43.560001373291016
2020-11-27,46.209999084472656
2020-11-30,47.369998931884766
2020-12-01,47.810001373291016
2020-12-02,45.68000030517578
2020-12-03,40.95000076293945
2020-12-04,38.34000015258789
2020-12-07,37.68000030517578
2020-12-08,37.70000076293945
2020-12-09,39.52000045776367
2020-12-10,39.70000076293945
2020-12-11,39.5099983215332
2020-12-14,39.959999084472656
2020-12-15,39.34000015258789
2020-12-16,38.68000030517578
2020-12-17,36.86000061035156
2020-12-18,37.150001525878906
2020-12-21,41.560001373291016
2020-12-22,42.060001373291016
2020-12-23,39.88999938964844
2020-12-24,39.40999984741211
2020-12-28,39.66999816894531
2020-12-29,38.63999938964844
2020-12-30,38.0099983215332
2020-12-31,37.83000183105469
2021-01-04,42.119998931884766
2021-01-05,40.38999938964844
2021-01-06,39.310001373291016
2021-01-07,36.060001373291016
2021-01-08,36.650001525878906
2021-01-11,35.310001373291016
2021-01-12,33.849998474121094
2021-01-13,36.790000915527344
2021-01-14,37.95000076293945
2021-01-15,40.38999938964844
2021-01-19,35.369998931884766
2021-01-20,35.66999816894531
2021-01-21,35.04999923706055
2021-01-22,36.25
2021-01-25,38.02000045776367
2021-01-26,37.130001068115234
2021-01-27,40.209999084472656
2021-01-28,40.45000076293945
2021-01-29,40.20000076293945
2021-02-01,39.15999984741211
2021-02-02,38.619998931884766
2021-02-03,37.11000061035156
2021-02-04,35.369998931884766
2021-02-05,34.939998626708984
2021-02-08,34.47999954223633
2021-02-09,33.540000915527344
2021-02-10,33.77000045776367
2021-02-11,34.33000183105469
2021-02-12,34.25
2021-02-16,35.130001068115234
2021-02-17,36.900001525878906
2021-02-18,37.900001525878906
2021-02-19,37.7599983215332
2021-02-22,38.56999969482422
2021-02-23,39.75
2021-02-24,39.58000183105469
2021-02-25,40.58000183105469
2021-02-26,42.4900016784668
2021-03-01,42.560001373291016
2021-03-02,40.959999084472656
2021-03-03,39.83000183105469
2021-03-04,37.27000045776367
2021-03-05,36.61000061035156
2021-03-08,38.88999938964844
2021-03-09,37.970001220703125
2021-03-10,37.560001373291016
2021-03-11,37.86000061035156
2021-03-12,37.5099983215332
2021-03-15,39.380001068115234
2021-03-16,39.099998474121094
2021-03-17,37.400001525878906
2021-03-18,48.439998626708984
2021-03-19,44.380001068115234
2021-03-22,40.279998779296875
2021-03-23,48.619998931884766
2021-03-24,64.91000366210938
2021-03-25,49.880001068115234
2021-03-26,44.93000030517578
2021-03-29,44.15999984741211
2021-03-30,41.459999084472656
2021-03-31,45.650001525878906
2021-04-01,40.150001525878906
2021-04-05,42.0
2021-04-06,42.40999984741211
2021-04-07,41.27000045776367
2021-04-08,40.70000076293945
2021-04-09,39.189998626708984
2021-04-12,37.040000915527344
2021-04-13,35.20000076293945
2021-04-14,35.70000076293945
2021-04-15,34.20000076293945
2021-04-16,32.790000915527344
2021-04-19,35.06999969482422
2021-04-20,35.68000030517578
2021-04-21,42.439998626708984
2021-04-22,39.38999938964844
2021-04-23,38.70000076293945
2021-04-26,41.22999954223633
2021-04-27,38.439998626708984
2021-04-28,36.41999816894531
2021-04-29,36.369998931884766
2021-04-30,38.38999938964844
2021-05-03,40.150001525878906
2021-05-04,37.150001525878906
2021-05-05,38.33000183105469
2021-05-06,37.7400016784668
2021-05-07,37.630001068115234
2021-05-10,37.9900016784668
2021-05-11,37.93000030517578
2021-05-12,36.939998626708984
2021-05-13,37.939998626708984
2021-05-14,36.459999084472656
2021-05-17,36.41999816894531
2021-05-18,37.0099983215332
2021-05-19,38.81999969482422
2021-05-20,39.43000030517578
2021-05-21,39.34000015258789
2021-05-24,35.540000915527344
2021-05-25,36.22999954223633
2021-05-26,33.88999938964844
2021-05-27,33.630001068115234
2021-05-28,33.540000915527344
2021-06-01,33.43000030517578
2021-06-02,32.77000045776367
2021-06-03,33.88999938964844
2021-06-04,31.760000228881836
2021-06-07,31.700000762939453
2021-06-08,31.950000762939453
2021-06-09,31.790000915527344
2021-06-10,33.029998779296875
2021-06-11,32.54999923706055
2021-06-14,33.130001068115234
2021-06-15,31.559999465942383
2021-06-16,33.83000183105469
2021-06-17,36.84000015258789
2021-06-18,33.95000076293945
2021-06-21,35.0099983215332
2021-06-22,34.279998779296875
2021-06-23,34.68000030517578
2021-06-24,32.04999923706055
2021-06-25,31.299999237060547
2021-06-28,31.860000610351562
2021-06-29,31.989999771118164
2021-06-30,32.7400016784668
2021-07-01,32.470001220703125
2021-07-02,32.869998931884766
2021-07-06,37.59000015258789
2021-07-07,42.0099983215332
2021-07-08,38.79999923706055
2021-07-09,37.02000045776367
2021-07-12,38.72999954223633
2021-07-13,35.400001525878906
2021-07-14,38.20000076293945
2021-07-15,38.040000915527344
2021-07-16,37.150001525878906
2021-07-19,46.36000061035156
2021-07-20,52.2599983215332
2021-07-21,42.90999984741211
2021-07-22,36.439998626708984
2021-07-23,34.04999923706055
2021-07-26,35.59000015258789
2021-07-27,35.13999938964844
2021-07-28,34.619998931884766
2021-07-29,33.36000061035156
2021-07-30,32.849998474121094
2021-08-02,36.22999954223633
2021-08-03,37.54999923706055
2021-08-04,42.27000045776367
2021-08-05,39.09000015258789
2021-08-06,39.310001373291016
2021-08-09,43.279998779296875
2021-08-10,39.279998779296875
2021-08-11,38.290000915527344
2021-08-12,36.5
2021-08-13,35.90999984741211
2021-08-16,38.84000015258789
2021-08-17,39.5
2021-08-18,40.86000061035156
2021-08-19,40.97999954223633
2021-08-20,40.66999816894531
2021-08-23,38.66999816894531
2021-08-24,36.790000915527344
2021-08-25,35.599998474121094
2021-08-26,36.33000183105469
2021-08-27,34.93000030517578
2021-08-30,35.27000045776367
2021-08-31,34.279998779296875
2021-09-01,36.130001068115234
2021-09-02,31.350000381469727
2021-09-03,36.90999984741211
2021-09-07,32.90999984741211
2021-09-08,31.90999984741211
2021-09-09,33.869998931884766
2021-09-10,33.540000915527344
2021-09-13,32.7400016784668
2021-09-14,33.630001068115234
2021-09-15,32.380001068115234
2021-09-16,33.15999984741211
2021-09-17,32.31999969482422
2021-09-20,35.22999954223633
2021-09-21,34.45000076293945
2021-09-22,32.43000030517578
2021-09-23,32.29999923706055
2021-09-24,34.0099983215332
2021-09-27,34.97999954223633
2021-09-28,36.099998474121094
2021-09-29,35.2599983215332
2021-09-30,38.68000030517578
2021-10-01,37.470001220703125
2021-10-04,37.27000045776367
2021-10-05,37.20000076293945
2021-10-06,41.02000045776367
2021-10-07,46.150001525878906
2021-10-08,38.0
2021-10-11,38.5099983215332
2021-10-12,37.099998474121094
2021-10-13,36.04999923706055
2021-10-14,36.97999954223633
2021-10-15,34.04999923706055
2021-10-18,35.02000045776367
2021-10-19,35.13999938964844
2021-10-20,35.15999984741211
2021-10-21,36.54999923706055
2021-10-22,36.869998931884766
2021-10-25,36.06999969482422
2021-10-26,35.5
2021-10-27,37.630001068115234
2021-10-28,37.22999954223633
2021-10-29,37.91999816894531
2021-11-01,36.7400016784668
2021-11-02,35.560001373291016
2021-11-03,39.439998626708984
2021-11-04,38.560001373291016
2021-11-05,37.84000015258789
2021-11-08,37.709999084472656
2021-11-09,36.33000183105469
2021-11-10,37.09000015258789
